build	component	file	expected_sha256	observed_sha256	status	rows_expected	rows_observed	differing_numeric_cells	max_absolute_difference
B	reference	GENE_RANK_RECOVERY_LONG.tsv	5396fd13d9fd19b3498a0dcd7d379013f93b0954e795578c5a6bb0a8f9b0bb33	5396fd13d9fd19b3498a0dcd7d379013f93b0954e795578c5a6bb0a8f9b0bb33	BYTE_IDENTICAL	1382400	1382400	0	0.0
B	reference	METHOD_AVAILABILITY.tsv	5a9ec4ec99a76c6c94899cd8a56022746ff403c844f6db6703ca4ad068cd5b24	5a9ec4ec99a76c6c94899cd8a56022746ff403c844f6db6703ca4ad068cd5b24	BYTE_IDENTICAL	1440	1440	0	0.0
B	reference	PAIRED_SUPPORT_LONG.tsv	bbb42e13f4839228d35e397fb25fddb1080a7a2136cc7fa96af01dad8ccd6a8c	bbb42e13f4839228d35e397fb25fddb1080a7a2136cc7fa96af01dad8ccd6a8c	BYTE_IDENTICAL	240000	240000	0	0.0
B	reference	RETURNED_SUPPORT_LONG.tsv	49f25f399167a3363c2d1d3a85198263c3a85aa9064163c46173a5ee413429f4	49f25f399167a3363c2d1d3a85198263c3a85aa9064163c46173a5ee413429f4	BYTE_IDENTICAL	2880000	2880000	0	0.0
B	reference	SAME_SCALE_ERROR_LONG.tsv	2cf3da12078f1028d6dbcafb0732ddabd2cea491bb243b4e4685a259b9169047	2cf3da12078f1028d6dbcafb0732ddabd2cea491bb243b4e4685a259b9169047	BYTE_IDENTICAL	1612800	1612800	0	0.0
B	reference	SCALE_SPECIFIC_CONTRAST_LONG.tsv	22486249c3d8fe2c473b9111dd316805059a89a9bb7f3922c1e08eef58077300	22486249c3d8fe2c473b9111dd316805059a89a9bb7f3922c1e08eef58077300	BYTE_IDENTICAL	40320	40320	0	0.0
B	reference	SCALE_SPECIFIC_DIRECTION_LONG.tsv	69621d26a56e115e2bc605f49f1a06ff264e257117618367c2fbbfa95555fd0a	69621d26a56e115e2bc605f49f1a06ff264e257117618367c2fbbfa95555fd0a	BYTE_IDENTICAL	17280	17280	0	0.0
B	reference	SUMMARIES/COMPLETE_FOUR_PAIRED_UNIT_ROSTER.tsv	16ed3955c4f19610a24eb8d914cf78f2b41c6f480b7a18aa99789fdc97a3a1fc	16ed3955c4f19610a24eb8d914cf78f2b41c6f480b7a18aa99789fdc97a3a1fc	BYTE_IDENTICAL	120	120	0	0.0
B	reference	SUMMARIES/CONTRAST_CELLTYPE_GROUPBALANCED.tsv	76a4532203eb424aa1a2b18820e2f99f02af3a4dee7d47832cf8a1b788591d67	76a4532203eb424aa1a2b18820e2f99f02af3a4dee7d47832cf8a1b788591d67	BYTE_IDENTICAL	120960	120960	0	0.0
B	reference	SUMMARIES/CONTRAST_PAIRED_BASELINE_REGIME_SCENARIO.tsv	cab91229b9ad2085621a20dea854a46a1f384a5a0d9854276907aff15c9412c4	cab91229b9ad2085621a20dea854a46a1f384a5a0d9854276907aff15c9412c4	BYTE_IDENTICAL	2160	2160	0	0.0
B	reference	SUMMARIES/CONTRAST_PAIRED_BASELINE_REGIME_UNIT.tsv	058b5ab551c3c0eabcdfdf84e53ef440d43bfaaeb88edf58e7e486ade72556c8	058b5ab551c3c0eabcdfdf84e53ef440d43bfaaeb88edf58e7e486ade72556c8	BYTE_IDENTICAL	21600	21600	0	0.0
B	reference	SUMMARIES/CONTRAST_PAIRED_BASELINE_SCENARIO.tsv	282772485b9ba1f6671528c1267dbf7c0ef0920ee7e5c58ba77913b8879ac892	282772485b9ba1f6671528c1267dbf7c0ef0920ee7e5c58ba77913b8879ac892	BYTE_IDENTICAL	4320	4320	0	0.0
B	reference	SUMMARIES/CONTRAST_PAIRED_BASELINE_UNIT.tsv	0d771fa0180ba90662a26226b8d942bb43ab6a0b8bab7cd447abeeff8b96f84a	0d771fa0180ba90662a26226b8d942bb43ab6a0b8bab7cd447abeeff8b96f84a	BYTE_IDENTICAL	43200	43200	0	0.0
B	reference	SUMMARIES/CONTRAST_PAIRED_REGIME_SCENARIO.tsv	08dfbb05972885034a1099e8749f50b66bba84f8caf6b77058c3b4e18d885bb9	08dfbb05972885034a1099e8749f50b66bba84f8caf6b77058c3b4e18d885bb9	BYTE_IDENTICAL	1512	1512	0	0.0
B	reference	SUMMARIES/CONTRAST_PAIRED_REGIME_UNIT.tsv	bef81210f9527d8846807cbe76d82130bcb8a9050a21896ce5f057ffcbd14341	bef81210f9527d8846807cbe76d82130bcb8a9050a21896ce5f057ffcbd14341	BYTE_IDENTICAL	15120	15120	0	0.0
B	reference	SUMMARIES/CONTRAST_SCENARIO.tsv	54d5d4523b029dac0f1a7c4cd57a427d18ca2b3559c4dae2b51cc3e71b3eb1b2	54d5d4523b029dac0f1a7c4cd57a427d18ca2b3559c4dae2b51cc3e71b3eb1b2	BYTE_IDENTICAL	3024	3024	0	0.0
B	reference	SUMMARIES/CONTRAST_SCENARIO_BY_DESIGN_ROLE.tsv	ba9ab8e7a05ba2851b2ae850b8a36cffb9b3963d7ea88442b71c0fcdc6c585f1	ba9ab8e7a05ba2851b2ae850b8a36cffb9b3963d7ea88442b71c0fcdc6c585f1	BYTE_IDENTICAL	5040	5040	0	0.0
B	reference	SUMMARIES/CONTRAST_UNIT.tsv	fd19ced31130284a96c90fdb4e122ac93cc8083944af7d2bd758ac9f1e0dd18c	fd19ced31130284a96c90fdb4e122ac93cc8083944af7d2bd758ac9f1e0dd18c	BYTE_IDENTICAL	30240	30240	0	0.0
B	reference	SUMMARIES/CONTRAST_UNIT_BY_DESIGN_ROLE.tsv	6e40b1bc8c1379402ad7cfd80ee1b75ab0f73a6bd73dd31e07d0df91fa23ae52	6e40b1bc8c1379402ad7cfd80ee1b75ab0f73a6bd73dd31e07d0df91fa23ae52	BYTE_IDENTICAL	50400	50400	0	0.0
B	reference	SUMMARIES/DIRECTION_PAIRED_BASELINE_REGIME_SCENARIO.tsv	d116e8a3ab0520580940c189978e69aa7dbfe829be3edb992730d6cb895d7293	d116e8a3ab0520580940c189978e69aa7dbfe829be3edb992730d6cb895d7293	BYTE_IDENTICAL	336	336	0	0.0
B	reference	SUMMARIES/DIRECTION_PAIRED_BASELINE_REGIME_UNIT.tsv	0a8ec3aefce87af6cfa4c1940975d08e0a7d738574d673c1d5cd4f7bcd627e8f	0a8ec3aefce87af6cfa4c1940975d08e0a7d738574d673c1d5cd4f7bcd627e8f	BYTE_IDENTICAL	3360	3360	0	0.0
B	reference	SUMMARIES/DIRECTION_PAIRED_BASELINE_SCENARIO.tsv	810d2cb18217d32556e2d0dceae5a1cac657882c8645d4bda9b4f534f7f71b2c	810d2cb18217d32556e2d0dceae5a1cac657882c8645d4bda9b4f534f7f71b2c	BYTE_IDENTICAL	672	672	0	0.0
B	reference	SUMMARIES/DIRECTION_PAIRED_BASELINE_UNIT.tsv	fd0e5e5338224cc9ae9890f1db5f46db588d729c971db68c160d567fba4f5fb3	fd0e5e5338224cc9ae9890f1db5f46db588d729c971db68c160d567fba4f5fb3	BYTE_IDENTICAL	6720	6720	0	0.0
B	reference	SUMMARIES/DIRECTION_PAIRED_REGIME_SCENARIO.tsv	74de721eb9a19ac0eeab6409e7e923db21e838950bfa260099160be839953fad	74de721eb9a19ac0eeab6409e7e923db21e838950bfa260099160be839953fad	BYTE_IDENTICAL	216	216	0	0.0
B	reference	SUMMARIES/DIRECTION_PAIRED_REGIME_UNIT.tsv	c31392a9225e76618afa4eff6b77f3dbdd7b5fe6b7900e54f4522064288d167f	c31392a9225e76618afa4eff6b77f3dbdd7b5fe6b7900e54f4522064288d167f	BYTE_IDENTICAL	2160	2160	0	0.0
B	reference	SUMMARIES/DIRECTION_SCENARIO_RECORD_CONFUSION_COUNTS.tsv	97319955792cda3b79ae2ef04254718daaf7b912725c6d8091ba1a7438e6e805	97319955792cda3b79ae2ef04254718daaf7b912725c6d8091ba1a7438e6e805	BYTE_IDENTICAL	2592	2592	0	0.0
B	reference	SUMMARIES/DIRECTION_SCENARIO_UNIT_DISTRIBUTION.tsv	9a3db0246dfafede3b57027bfffa819dc6cdf28a300b82646f8d8f887966c34a	9a3db0246dfafede3b57027bfffa819dc6cdf28a300b82646f8d8f887966c34a	BYTE_IDENTICAL	3456	3456	0	0.0
B	reference	SUMMARIES/DIRECTION_UNIT_CLASS_ACCURACY_COVERAGE.tsv	ffe6bba2ec8d77a1c425f433cd831fba20727861c4d62e2cc110be3f697ad3f3	ffe6bba2ec8d77a1c425f433cd831fba20727861c4d62e2cc110be3f697ad3f3	BYTE_IDENTICAL	4320	4320	0	0.0
B	reference	SUMMARIES/DIRECTION_UNIT_CONFUSION_COUNTS.tsv	78de7038375609eef123af08accdddbbc9b73d675bb0e83f14f99ecd4ef4a55d	78de7038375609eef123af08accdddbbc9b73d675bb0e83f14f99ecd4ef4a55d	BYTE_IDENTICAL	51840	51840	0	0.0
B	reference	SUMMARIES/ERROR_CELLTYPE_GROUP.tsv	ea6e5cca66539d60f56004ad83ae8909790e358dd17bb21d0d3a1478061ed7ab	ea6e5cca66539d60f56004ad83ae8909790e358dd17bb21d0d3a1478061ed7ab	BYTE_IDENTICAL	161280	161280	0	0.0
B	reference	SUMMARIES/ERROR_CELLTYPE_GROUPBALANCED.tsv	d06907a0b162554417fd880bf1ce8e0cb74f8eb76e633117aaac43bdebc65db1	d06907a0b162554417fd880bf1ce8e0cb74f8eb76e633117aaac43bdebc65db1	BYTE_IDENTICAL	80640	80640	0	0.0
B	reference	SUMMARIES/ERROR_PAIRED_BASELINE_REGIME_SCENARIO.tsv	af11994550916577868152d2ed2cdd1886769f9ac8b2b7f10710f24ca334c8ad	af11994550916577868152d2ed2cdd1886769f9ac8b2b7f10710f24ca334c8ad	BYTE_IDENTICAL	1440	1440	0	0.0
B	reference	SUMMARIES/ERROR_PAIRED_BASELINE_REGIME_UNIT.tsv	a089699c44b171ff97169c8b3969136b5deac83dc4055ed84dddcd403dcd69f3	a089699c44b171ff97169c8b3969136b5deac83dc4055ed84dddcd403dcd69f3	BYTE_IDENTICAL	14400	14400	0	0.0
B	reference	SUMMARIES/ERROR_PAIRED_BASELINE_SCENARIO.tsv	c71ae10a1a81a9a91b5ecdd18e67dba2caee5e4845b18e85b62b83a0b270dcb0	c71ae10a1a81a9a91b5ecdd18e67dba2caee5e4845b18e85b62b83a0b270dcb0	BYTE_IDENTICAL	2880	2880	0	0.0
B	reference	SUMMARIES/ERROR_PAIRED_BASELINE_UNIT.tsv	be12dc1f29c7680b992215adc90b5944500a7f7d53bf12ed8c8881f513bdfedd	be12dc1f29c7680b992215adc90b5944500a7f7d53bf12ed8c8881f513bdfedd	BYTE_IDENTICAL	28800	28800	0	0.0
B	reference	SUMMARIES/ERROR_PAIRED_REGIME_SCENARIO.tsv	5d17a1db20d797b5ce5fb32b323c7594bafdd8e786e5e63018051599f315d628	5d17a1db20d797b5ce5fb32b323c7594bafdd8e786e5e63018051599f315d628	BYTE_IDENTICAL	1008	1008	0	0.0
B	reference	SUMMARIES/ERROR_PAIRED_REGIME_UNIT.tsv	f997164ad04da29fcdd5a27e95a0d03af4f69186dec261c2acb8f184338b78f6	f997164ad04da29fcdd5a27e95a0d03af4f69186dec261c2acb8f184338b78f6	BYTE_IDENTICAL	10080	10080	0	0.0
B	reference	SUMMARIES/ERROR_SCENARIO.tsv	3c1d44d02d650dec85f2d79732ca5490af33a0968cae8ab012d602bb83f77779	3c1d44d02d650dec85f2d79732ca5490af33a0968cae8ab012d602bb83f77779	BYTE_IDENTICAL	2016	2016	0	0.0
B	reference	SUMMARIES/ERROR_SCENARIO_BY_DESIGN_ROLE.tsv	d1bd028c28142e343c8a3c3955d90b02fb38a6688b8595b93d403ab1c24691b9	d1bd028c28142e343c8a3c3955d90b02fb38a6688b8595b93d403ab1c24691b9	BYTE_IDENTICAL	3360	3360	0	0.0
B	reference	SUMMARIES/ERROR_UNIT.tsv	a45533aed248d9b3b4ba1816319264b881b41f85d9504295561da8fda74be610	a45533aed248d9b3b4ba1816319264b881b41f85d9504295561da8fda74be610	BYTE_IDENTICAL	20160	20160	0	0.0
B	reference	SUMMARIES/ERROR_UNIT_BY_DESIGN_ROLE.tsv	e5232756339c1a385f17ef0a56282b557a67790c81334a6b0244d6d360943669	e5232756339c1a385f17ef0a56282b557a67790c81334a6b0244d6d360943669	BYTE_IDENTICAL	33600	33600	0	0.0
B	reference	SUMMARIES/METHOD_AVAILABILITY_SUMMARY.tsv	275836d2df17f8ddea478cf9d54a41a980a5876ae7b3f2109444c3fea11f00b0	275836d2df17f8ddea478cf9d54a41a980a5876ae7b3f2109444c3fea11f00b0	BYTE_IDENTICAL	72	72	0	0.0
B	reference	SUMMARIES/RANK_CELLTYPE_GROUP.tsv	ed240f8e287bfbdfdc029af76fc42fa79c3540e3a59d581e920213f77b3faf6f	ed240f8e287bfbdfdc029af76fc42fa79c3540e3a59d581e920213f77b3faf6f	BYTE_IDENTICAL	69120	69120	0	0.0
B	reference	SUMMARIES/RANK_CELLTYPE_GROUPBALANCED.tsv	1a29e912d241909ab1ed0a54cd3e6d67919be70aba98341c254707413853504d	1a29e912d241909ab1ed0a54cd3e6d67919be70aba98341c254707413853504d	BYTE_IDENTICAL	34560	34560	0	0.0
B	reference	SUMMARIES/RANK_PAIRED_BASELINE_REGIME_SCENARIO.tsv	acba5d08ca1073e01e5082c28c3ee61ce73bfb44594e6e9faa99228f3e7ea323	acba5d08ca1073e01e5082c28c3ee61ce73bfb44594e6e9faa99228f3e7ea323	BYTE_IDENTICAL	720	720	0	0.0
B	reference	SUMMARIES/RANK_PAIRED_BASELINE_REGIME_UNIT.tsv	64304839aecd5a64e4c582e9a10cbdc0af6b651fd8c13c52a688011d358d7138	64304839aecd5a64e4c582e9a10cbdc0af6b651fd8c13c52a688011d358d7138	BYTE_IDENTICAL	7200	7200	0	0.0
B	reference	SUMMARIES/RANK_PAIRED_BASELINE_SCENARIO.tsv	867389525479b1778d3a1d6392c2629b33f74df0131212526fef2cb7675977ee	867389525479b1778d3a1d6392c2629b33f74df0131212526fef2cb7675977ee	BYTE_IDENTICAL	1440	1440	0	0.0
B	reference	SUMMARIES/RANK_PAIRED_BASELINE_UNIT.tsv	8a50f653549fcde685d077b6df0328e84d5291b0dfb177420492ac99a83dd589	8a50f653549fcde685d077b6df0328e84d5291b0dfb177420492ac99a83dd589	BYTE_IDENTICAL	14400	14400	0	0.0
B	reference	SUMMARIES/RANK_PAIRED_REGIME_SCENARIO.tsv	d2c8ff22eacbac49771a5d5252edeaa6fa8eb176a35947325b7e08ca6d8535ea	d2c8ff22eacbac49771a5d5252edeaa6fa8eb176a35947325b7e08ca6d8535ea	BYTE_IDENTICAL	432	432	0	0.0
B	reference	SUMMARIES/RANK_PAIRED_REGIME_UNIT.tsv	4d6dc431e14fad42f92deed05aa6bb7eeabcad029fdda75297688664f3cb9dea	4d6dc431e14fad42f92deed05aa6bb7eeabcad029fdda75297688664f3cb9dea	BYTE_IDENTICAL	4320	4320	0	0.0
B	reference	SUMMARIES/RANK_SCENARIO.tsv	58ba54b522a2a8fc5acb68929a52e2132ff41fc8d1721a20021a06a5f8d85c29	58ba54b522a2a8fc5acb68929a52e2132ff41fc8d1721a20021a06a5f8d85c29	BYTE_IDENTICAL	864	864	0	0.0
B	reference	SUMMARIES/RANK_SCENARIO_BY_DESIGN_ROLE.tsv	7fc967f33d040f292b613eed27bfaff3ea2ccb077b60ea74d9ecba6dd2f0aade	7fc967f33d040f292b613eed27bfaff3ea2ccb077b60ea74d9ecba6dd2f0aade	BYTE_IDENTICAL	1440	1440	0	0.0
B	reference	SUMMARIES/RANK_UNIT.tsv	1402d478af5fc37d4637200e290200a80454661e55ff28bd402a9fbadd5d297c	1402d478af5fc37d4637200e290200a80454661e55ff28bd402a9fbadd5d297c	BYTE_IDENTICAL	8640	8640	0	0.0
B	reference	SUMMARIES/RANK_UNIT_BY_DESIGN_ROLE.tsv	97d8b45441caaf1ef722bc319c4916965da92cba9585ca1b688bebc88f7195e8	97d8b45441caaf1ef722bc319c4916965da92cba9585ca1b688bebc88f7195e8	BYTE_IDENTICAL	14400	14400	0	0.0
B	cellbench	CTSE_LIBRARY_LONG.tsv	c778c722d99bf908207bd7daede1f1315a71e392ea44001fcc002d38205a5109	8a73fbe08e3ba17bc6baa3a883511a9f6642e891e7ec7168891379d9e170ed75	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	334368	334368	7855	9.992007221626409e-15
B	cellbench	DRIFT_COMPOSITION_LONG.tsv	369cfdf12babf5b1d221e23bd7af0480c2e4fa2feddce2466f4aa4af4024f84b	213dc9251cfcc16be84bee2acc4feb1f4ec6113cbd27559d6228569d542d2277	EXACT_VALUES_ROW_ORDER_OR_SERIALIZATION_ONLY	870	870	0	0.0
B	cellbench	REACTOME_COMPOSITION_LONG.tsv	d849f31f78c7c325d9fabc82725869df31f82c025ff781dbbd1e4ef33aba2823	de575b337eab76d0fe14fbf0bbd7a5366afd53c62713e695274972f62d1518e1	EXACT_VALUES_ROW_ORDER_OR_SERIALIZATION_ONLY	1029210	1029210	0	0.0
B	cellbench	UNIVERSE_COVERAGE.tsv	9fedced5ad7f754ad5f63267590bf85d56ad1fa06ab37fecfeea9d2e943881ad	c14cab88e7250b1db330530c59213ef88f64f975bb03c9b9c1499f94037a9665	EXACT_VALUES_ROW_ORDER_OR_SERIALIZATION_ONLY	58	58	0	0.0
B	cellbench	PROXY_DIRECT_AGREEMENT.tsv	87bc3c06fe4cf969d4906fcefd56b9ebdd81de8623d0a8bbc6cd58319046b353	56c4e16bfd5ef6ba5bbc25a2b1e8982001f9041e410fc2671ae175629555ae9d	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	6	6	2	9.992007221626409e-16
B	cellbench	FRACTION_LIBRARY_LONG.tsv	7e74f1aef0061c80eae70f0e43495bfeee518f4f4b5605270482b90a59e8477c	7e74f1aef0061c80eae70f0e43495bfeee518f4f4b5605270482b90a59e8477c	BYTE_IDENTICAL	8904	8904	0	0.0
B	cellbench	CTSE_STRATUM.tsv	b50aa744d4e8c9ef7526faba06a785c7b8f919774439e25c0337322c89fb65fb	29baff48c4385ef000edba0c8d970b277a81035d15522f994eeb04d264829638	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	29232	29232	1696	1.7763568394002505e-15
B	cellbench	CTSE_COMPOSITION.tsv	9734d6ee8cd8a50326d88d586750017d99eafec30baaa69dd15d74cc2d37b08a	f5ae17c4fec23960c10a56758b60f8035ff0ad24e7b4a6b4474934e97dbac881	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	7308	7308	419	9.992007221626409e-16
B	cellbench	CTSE_SUMMARY.tsv	a8434ae5906da9904126b4812dd16208761f8589a2f13ff503f2472cd130ab7a	852d9bc5d91a373f504ce6c23fe16281241fc9b24d9f8301bbbe70ef843fe679	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	1044	1044	468	9.992007221626409e-16
B	cellbench	CTSE_STATUS_COVERAGE.tsv	fffb493b9cd6345fba80f8ad554c99818fd444eff46bcc9add10b350da65cd04	fffb493b9cd6345fba80f8ad554c99818fd444eff46bcc9add10b350da65cd04	BYTE_IDENTICAL	2610	2610	0	0.0
B	cellbench	FRACTION_STRATUM.tsv	4c7133a8c1a5c9eb46ddf83ae7e3f31f1bd6eae00b03561c203061d3b997c70b	4c7133a8c1a5c9eb46ddf83ae7e3f31f1bd6eae00b03561c203061d3b997c70b	BYTE_IDENTICAL	784	784	0	0.0
B	cellbench	FRACTION_COMPOSITION.tsv	686448282a75ccdfc1bc3543e3d8b78fd61820c4afb15990b1ad0e06878dad6e	686448282a75ccdfc1bc3543e3d8b78fd61820c4afb15990b1ad0e06878dad6e	BYTE_IDENTICAL	196	196	0	0.0
B	cellbench	FRACTION_SUMMARY.tsv	83476baacfbf447bb13687f78064032a04327e06f19f82b9969718dfcbca00e4	83476baacfbf447bb13687f78064032a04327e06f19f82b9969718dfcbca00e4	BYTE_IDENTICAL	28	28	0	0.0
B	cellbench	PAIRED_LIBRARY_LONG.tsv	55e3fd3eb4acb4766f98a9b32f1df54e072482801a3bcb2cdff7f926311d2286	6360c32594e2745e8bb78d56c64f8537e01471daaf41fb8e8f298edc2ee3d6e6	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	461880	461880	39786	1.0436096431476471e-14
B	cellbench	PAIRED_STRATUM.tsv	79bb560332a1bb1bf737b1c6a3d07d0732053f9aba1e69d37928f17aa9fa7ccd	891d808bc06da3db3c5e805888be77fae82bbeaf086d443f591b842fa4d67eae	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	40320	40320	3890	1.9984014443252818e-15
B	cellbench	PAIRED_COMPOSITION.tsv	6918862ee3ac9f49f91138af0d59dcffc6b5567a05566939432ab07d62005606	6adb6240875750c83ac595f09317aa6ce142966d24c96239adb11765ef9036fe	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	10080	10080	964	1.304512053934559e-15
B	cellbench	PAIRED_SUMMARY.tsv	77055b8e83a7294c509c1856185c3bf72fd3ba7538d212a5d8ff25a9e591e960	a4002d1210ce8be969a94c78adf2289348dfbf80c272b4b53de2dbfbf83f2b17	NUMERIC_MATCH_WITH_DECLARED_ROUNDOFF	1440	1440	913	1.2073675392798577e-15
B	cellbench	PROJECTION_COMPOSITION_SUMMARY.tsv	59aa7e2ebc00f405229aa704c24180b5639dfb4338f3560541ea3626d5ce61f4	59aa7e2ebc00f405229aa704c24180b5639dfb4338f3560541ea3626d5ce61f4	BYTE_IDENTICAL	870	870	0	0.0
B	cellbench	DRIFT_AND_PROJECTION_SUMMARY.tsv	538498e597abe13b0bc3ddc22c14918d86bb3d157503aa090f31878e6b3e1a96	538498e597abe13b0bc3ddc22c14918d86bb3d157503aa090f31878e6b3e1a96	BYTE_IDENTICAL	348	348	0	0.0
B	cellbench	DRIFT_PROJECTION_PAIRED_LONG.tsv	29a4aa118e582ac852e5966e7fe8c159330d6bb7e54f3fabb08cbd6539dea31b	29a4aa118e582ac852e5966e7fe8c159330d6bb7e54f3fabb08cbd6539dea31b	BYTE_IDENTICAL	905760	905760	0	0.0
B	diagnostics	ALL_PARAMETER_DIAGNOSTICS.tsv	1ee34c542bf989be33e08c6aa5b49adcbd08e1b57c1200236e0084ed42cae0eb	1ee34c542bf989be33e08c6aa5b49adcbd08e1b57c1200236e0084ed42cae0eb	BYTE_IDENTICAL	163680	163680	0	0.0
B	diagnostics	CHAIN_EXECUTION_INVENTORY.tsv	74cd0a754978d8aee842bf81074adbcb8234f7b5c2d143966d0ffa8c86427229	74cd0a754978d8aee842bf81074adbcb8234f7b5c2d143966d0ffa8c86427229	BYTE_IDENTICAL	1920	1920	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r001__s1__DEFAULT.tsv	2d213becb64ca81c48adb1c8686c5bbc4093b176c60f0941afedec166e258c2a	2d213becb64ca81c48adb1c8686c5bbc4093b176c60f0941afedec166e258c2a	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r001__s1__LONG.tsv	43a686dfce5d75c7227d8f248bc867bf3bf647ba734ad32f2fb769d9e88fad7d	43a686dfce5d75c7227d8f248bc867bf3bf647ba734ad32f2fb769d9e88fad7d	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r001__s2__DEFAULT.tsv	b1516a230376cdb6c3e312bb845bfb33b0d39718b1befa506ea76f7667699147	b1516a230376cdb6c3e312bb845bfb33b0d39718b1befa506ea76f7667699147	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r001__s2__LONG.tsv	3fac1f6a88e09170cb0b490dffd695f0ac2b99b410985f412bb0cc4b46349650	3fac1f6a88e09170cb0b490dffd695f0ac2b99b410985f412bb0cc4b46349650	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r002__s1__DEFAULT.tsv	0c2f83e09aeeae009177c601762fae03ad785e822c500e52e7aac42d221964b7	0c2f83e09aeeae009177c601762fae03ad785e822c500e52e7aac42d221964b7	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r002__s1__LONG.tsv	07b6e3d76deac4ceedca4dca43a432eccde9a151727ccb0a3f70c9e9eb010cb1	07b6e3d76deac4ceedca4dca43a432eccde9a151727ccb0a3f70c9e9eb010cb1	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r002__s2__DEFAULT.tsv	84136980b56de84a92d97eb4b3c7e82a3aa6b52dfa58c0d5d1afdb60c50495ae	84136980b56de84a92d97eb4b3c7e82a3aa6b52dfa58c0d5d1afdb60c50495ae	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__composition_only__r002__s2__LONG.tsv	dd9a170ddfb0542dd91e97ddec26569a1951ca7cf81f9822a6c9a660d0c4c2ed	dd9a170ddfb0542dd91e97ddec26569a1951ca7cf81f9822a6c9a660d0c4c2ed	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__intrinsic_only__r001__s1__DEFAULT.tsv	586dc6c9169ec7ad140d1c27cf98699488333efc3d896d4f22cd4042ebfa2a74	586dc6c9169ec7ad140d1c27cf98699488333efc3d896d4f22cd4042ebfa2a74	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__intrinsic_only__r001__s1__LONG.tsv	800819fa416cd9ae75244789d411f7613cc42b587c2da9aed2e694c2a9350832	800819fa416cd9ae75244789d411f7613cc42b587c2da9aed2e694c2a9350832	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__intrinsic_only__r001__s2__DEFAULT.tsv	b70358122cdf5e632a2c5112a475bf3a410e10cd75bae0f36fe8d3cb0e760575	b70358122cdf5e632a2c5112a475bf3a410e10cd75bae0f36fe8d3cb0e760575	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__intrinsic_only__r001__s2__LONG.tsv	0cb18db2b85ba6f4757595cabd3e87aecadd642975ea9d5056f668a9828fdbd4	0cb18db2b85ba6f4757595cabd3e87aecadd642975ea9d5056f668a9828fdbd4	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__intrinsic_only__r002__s1__DEFAULT.tsv	201875e69d29aa3aca92a577b8a7c805f0a35850d5280c277dde5009d88129a3	201875e69d29aa3aca92a577b8a7c805f0a35850d5280c277dde5009d88129a3	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__intrinsic_only__r002__s1__LONG.tsv	75a3455c8e9cc4c8da4a6e81fe0ee6698a31280ce6289b0f54fb33271a9b217c	75a3455c8e9cc4c8da4a6e81fe0ee6698a31280ce6289b0f54fb33271a9b217c	BYTE_IDENTICAL	6820	6820	0	0.0
B	diagnostics	JOB_DIAGNOSTICS/DIAG__EPIC__intrinsic_only__r002__s2__DEFAULT.tsv	3fdd1eb6e2b70fea2ffe1c60df2186db46b5437a69c392e46012aea72b809c42	3fdd1eb6e2b70fea2ffe1c60df2186db46b5437a69c392e46012aea72b809c42	BYTE_IDENTICAL	6820	6820	0	0.0
